x,y,z,energy_eV
-50,0,0,1.1507103756763775
-49.999,0.0,0.0,1.1507103756763775
-49.998000000000005,0.0,0.0,1.1507103756763775
-49.99700000000001,0.0,0.0,1.1507103756763775
-49.99600000000001,0.0,0.0,1.1507103756763775
-49.99500000000001,0.0,0.0,1.1507103756763775
-49.994000000000014,0.0,0.0,1.1507103756763775
-49.993000000000016,0.0,0.0,1.1507103756763775
-49.99200000000002,0.0,0.0,1.1507103756763775
-49.99100000000002,0.0,0.0,1.1507103756763775
-49.99000000000002,0.0,0.0,1.1507103756763775
-49.989000000000026,0.0,0.0,1.1507103756763775
-49.98800000000003,0.0,0.0,1.1507103756763775
-49.98700000000003,0.0,0.0,1.1507103756763775
-49.98600000000003,0.0,0.0,1.1507103756763775
-49.985000000000035,0.0,0.0,1.1507103756763775
-49.98400000000004,0.0,0.0,1.1507103756763775
-49.98300000000004,0.0,0.0,1.1507103756763775
-49.98200000000004,0.0,0.0,1.1507103756763775
-49.981000000000044,0.0,0.0,1.1507103756763775
-49.98000000000005,0.0,0.0,1.1507103756763775
-49.97900000000005,0.0,0.0,1.1507103756763775
-49.97800000000005,0.0,0.0,1.1507103756763775
-49.977000000000054,0.0,0.0,1.1507103756763775
-49.976000000000056,0.0,0.0,1.1507103756763775
-49.97500000000006,0.0,0.0,1.1507103756763775
-49.97400000000006,0.0,0.0,1.1507103756763775
-49.97300000000006,0.0,0.0,1.1507103756763775
-49.972000000000065,0.0,0.0,1.1507103756763775
-49.97100000000007,0.0,0.0,1.1507103756763775
-49.97000000000007,0.0,0.0,1.1507103756763775
-49.96900000000007,0.0,0.0,1.1507103756763775
-49.968000000000075,0.0,0.0,1.1507103756763775
-49.96700000000008,0.0,0.0,1.1507103756763775
-49.96600000000008,0.0,0.0,1.1507103756763775
-49.96500000000008,0.0,0.0,1.1507103756763775
-49.964000000000084,0.0,0.0,1.1507103756763775
-49.963000000000086,0.0,0.0,1.1507103756763775
-49.96200000000009,0.0,0.0,1.1507103756763775
-49.96100000000009,0.0,0.0,1.1507103756763775
-49.96000000000009,0.0,0.0,1.1507103756763775
-49.959000000000096,0.0,0.0,1.1507103756763775
-49.9580000000001,0.0,0.0,1.1507103756763775
-49.9570000000001,0.0,0.0,1.1507103756763775
-49.9560000000001,0.0,0.0,1.1507103756763775
-49.955000000000105,0.0,0.0,1.1507103756763775
-49.95400000000011,0.0,0.0,1.1507103756763775
-49.95300000000011,0.0,0.0,1.1507103756763775
-49.95200000000011,0.0,0.0,1.1507103756763775
-49.951000000000114,0.0,0.0,1.1507103756763775
-49.95000000000012,0.0,0.0,1.1507103756763775
-49.94900000000012,0.0,0.0,1.1507103756763775
-49.94800000000012,0.0,0.0,1.1507103756763775
-49.94700000000012,0.0,0.0,1.1507103756763775
-49.946000000000126,0.0,0.0,1.1507103756763775
-49.94500000000013,0.0,0.0,1.1507103756763775
-49.94400000000013,0.0,0.0,1.1507103756763775
-49.94300000000013,0.0,0.0,1.1507103756763775
-49.942000000000135,0.0,0.0,1.1507103756763775
-49.94100000000014,0.0,0.0,1.1507103756763775
-49.94000000000014,0.0,0.0,1.1507103756763775
-49.93900000000014,0.0,0.0,1.1507103756763775
-49.938000000000144,0.0,0.0,1.1507103756763775
-49.93700000000015,0.0,0.0,1.1507103756763775
-49.93600000000015,0.0,0.0,1.1507103756763775
-49.93500000000015,0.0,0.0,1.1507103756763775
-49.934000000000154,0.0,0.0,1.1507103756763775
-49.933000000000156,0.0,0.0,1.1507103756763775
-49.93200000000016,0.0,0.0,1.1507103756763775
-49.93100000000016,0.0,0.0,1.1507103756763775
-49.93000000000016,0.0,0.0,1.1507103756763775
-49.929000000000165,0.0,0.0,1.1507103756763775
-49.92800000000017,0.0,0.0,1.1507103756763775
-49.92700000000017,0.0,0.0,1.1507103756763775
-49.92600000000017,0.0,0.0,1.1507103756763775
-49.925000000000175,0.0,0.0,1.1507103756763775
-49.92400000000018,0.0,0.0,1.1507103756763775
-49.92300000000018,0.0,0.0,1.1507103756763775
-49.92200000000018,0.0,0.0,1.1507103756763775
-49.921000000000184,0.0,0.0,1.1507103756763775
-49.920000000000186,0.0,0.0,1.1507103756763775
-49.91900000000019,0.0,0.0,1.1507103756763775
-49.91800000000019,0.0,0.0,1.1507103756763775
-49.91700000000019,0.0,0.0,1.1507103756763775
-49.916000000000196,0.0,0.0,1.1507103756763775
-49.9150000000002,0.0,0.0,1.1507103756763775
-49.9140000000002,0.0,0.0,1.1507103756763775
-49.9130000000002,0.0,0.0,1.1507103756763775
-49.912000000000205,0.0,0.0,1.1507103756763775
-49.91100000000021,0.0,0.0,1.1507103756763775
