x,y,z,energy_eV
-10.0,0.0,0.0,1306.960049937578
-9.0,0.0,0.0,1306.960049937578
-8.0,0.0,0.0,1306.960049937578
-7.0,0.0,0.0,1306.960049937578
-6.0,0.0,0.0,1306.960049937578
-5.0,0.0,0.0,1306.960049937578
-4.0,0.0,0.0,1306.960049937578
-3.0,0.0,0.0,1306.960049937578
-2.0,0.0,0.0,1306.960049937578
-1.0,0.0,0.0,1306.960049937578
0.0,0.0,0.0,1306.960049937578
0.012635265356026111,0.005305175740478186,-0.005897707329212141,1306.960049937578
0.19132465457516223,0.012150054003828806,-0.1957320934374456,1176.6260837388168
0.2798729685529575,-0.0705190393319139,-0.2983476570268575,1059.2894105681867
0.2850992592136285,-0.07546110384055889,-0.29368560933722687,953.6539014810544
0.49559772589252493,-0.36394391394467357,-0.17499848548139135,858.5526813887608
0.6921882206662404,-0.29391667545287137,-0.26230549874088355,772.9352394774162
0.7122675443077653,-0.28470896411471514,-0.2571441562788575,695.8558250142943
0.7327909817989793,-0.27469064552834344,-0.22855369670032483,626.4630003591292
0.8622642704469834,-0.21507035155886117,-0.18646925263179095,563.9902357803794
0.9082694858611802,-0.1975606896891382,-0.14832142709839705,507.7474421845521
0.9152652305671494,-0.20526593560407677,-0.14437899617637784,457.11334822708983
0.9595434106273442,-0.14114304997323707,-0.10866502325442609,411.5286376005656
0.9720699673433671,-0.15000031377849585,-0.10401578936736798,370.48977069303
1.0143812914447763,-0.16201512720869957,-0.14347175441373378,333.5434223690713
1.1757455282877138,-0.17022071082704737,-0.2748051698572268,300.2814744319894
1.4596776994658331,-0.08352506078606958,-0.15823149409379633,270.336507452622
1.5284532725408542,-0.08258302682262453,-0.12281486596282552,243.37774216648796
1.5677125576173103,-0.05459044439701516,-0.10928935893686631,219.10738560694898
1.5958753437541373,-0.10115335934676575,-0.09901011119818745,197.25734161290418
1.5982354305742938,-0.10083253353270843,-0.09675764022942052,177.5862493744982
1.7420428660056444,-0.09478911515413979,-0.03756716804353412,159.8768173039111
1.8353699766984473,-0.07440998246929725,-0.07323738755092633,143.93342278052938
1.8706538298924653,-0.11234677943272532,-0.0630182917415525,129.57995125670928
2.0197735721991306,-0.18318700732676002,-0.21274162303256972,116.65785085437815
2.1025667455620987,-0.25812418027780903,-0.25061073740856,105.02438096308282
2.15535035119605,-0.23116666859290613,-0.24166493469633227,94.5510354930801
2.311160403057232,-0.12811417823417376,-0.3896335604330564,85.12212336634634
2.4446161253010747,-0.1748149304858994,-0.36283887141212134,76.63349056527025
2.4616683574155585,-0.17466589885543965,-0.35618474722758275,68.99136962247321
2.783250183260855,0.04364979558429741,-0.4475875748514973,62.111343842946795
2.8317126328331406,0.02397725151894341,-0.44719679752335784,55.91741481705736
2.8457055247876055,0.013983225181325502,-0.45108726710461006,50.34116292394361
2.8641083846565345,0.012408546711489887,-0.47711768701748647,45.32099155202679
2.8736337717110434,0.015518611377867784,-0.47209669911238944,40.80144668811276
2.9447824473382416,-0.08239520412627509,-0.508319212782733,36.732604359104286
2.9512430374272998,-0.07633694199733067,-0.5021691140637519,33.06951915985843
2.9621003143669715,-0.0809434900485034,-0.49706036126068737,29.771727775495815
3.010224167067573,-0.047843311911163006,-0.48662069721419543,26.802802013950526
3.030868155177701,-0.03593559201642944,-0.5103941278988922,24.129946411451304
3.132797249943629,-0.0620981263944551,-0.5625023788205975,21.723635965988013
3.164037726186915,-0.05938364702041006,-0.5919378195831992,19.55728999708062
3.2816038951728483,-0.026699594887025536,-0.5707037255881273,17.606978529227703
3.334828970154003,-0.03698884694947326,-0.6064720567018259,15.851157955675909
3.3409151759241253,-0.03403504005266672,-0.6162150646676181,14.270433062589113
3.343219066941267,-0.03226549131013887,-0.6152892727451975,12.847342784879395
3.4688708435724225,0.031836941295871855,-0.5863642350740375,11.566167327107488
3.664041776751418,0.33899730840163284,-0.6906846211937004,10.412754518864082
3.754817420280098,0.3716025344873242,-0.7374464636493184,9.374363486511985
3.864149411854371,0.39843587901850813,-0.7275936640764437,8.439523914449847
3.9350547057149985,0.4201426962745212,-0.7072709086666465,7.597909341263712
3.953608650772938,0.42046471143862857,-0.6857920532607684,6.840223091165392
3.973542916309258,0.4461103837385946,-0.689141117649762,6.158095580689064
4.090363661998192,0.3636143399126163,-0.8591248495921293,5.543991866271318
4.111608211847664,0.3542783066145965,-0.8408421153918465,4.991128411463097
4.128344971420756,0.37158570031204236,-0.8277258820340643,4.493398154364284
4.201280833367757,0.3972001417260354,-0.8607461134099034,4.045303047557873
4.249774287055099,0.3920379641873334,-0.8131703716822595,3.6418933253637356
4.299981201951526,0.40574746168657466,-0.739230178496166,3.278712827543529
4.344778785377295,0.3900102442979238,-0.811077964022068,2.9517497754893265
4.4032362505601546,0.3913581692944204,-0.8488572746279744,2.6573924571579806
4.444195646341708,0.37679969337432134,-0.8555388170871057,2.392389331236409
4.463656953076757,0.3757676689923327,-0.8613774166661661,2.153813109838872
4.470929156020149,0.3697813561008566,-0.8705850067524747,1.9390284229851342
4.518347360598528,0.38421379961719315,-0.8885563322365062,1.745662707673597
4.641747353349672,0.3429200279821353,-0.8759900430109402,1.5715799999831552
4.646510605692475,0.347220749490687,-0.8781969338693276,1.4148573407050566
4.6580127621997915,0.3352960330648373,-0.8716250759022227,1.2737635338757434
4.685979672806849,0.2900230514083499,-0.8851564475189506,1.146740023572345
4.708704531952402,0.30597254600324375,-0.9165186625731855,1.0323836777313355
4.748207585760979,0.2926482636584347,-0.8806416400067855,0.9294312888162992
