x_1,y_1,z_1,E_1_eV,x_2,y_2,z_2,E_2_eV,x_3,y_3,z_3,E_3_eV,x_4,y_4,z_4,E_4_eV,x_5,y_5,z_5,E_5_eV,x_6,y_6,z_6,E_6_eV,x_7,y_7,z_7,E_7_eV,x_8,y_8,z_8,E_8_eV,x_9,y_9,z_9,E_9_eV,x_10,y_10,z_10,E_10_eV
0.3430955966923343,0.012685825960718954,0.6706895354074982,1306.960049937578,0.6873252285128374,0.2123690542706972,-0.05001720294812022,1306.960049937578,0.7307743660039533,0.11704279692718784,0.046125253224434726,1306.960049937578,0.4207356503282593,0.032834206198055285,-0.08215520355153436,1306.960049937578,0.7313277220041461,-0.08916505489691659,0.1458313483773248,1306.960049937578,0.31427038082261255,0.13675485476275653,-0.023325892579851046,1306.960049937578,0.6934043961316902,-0.22464849507849013,0.18705129508165802,1306.960049937578,0.38064728608923715,0.16970341571659614,0.29283993421781174,1306.960049937578,1.7314411398962748,0.35103973053193027,-0.9152867698747574,1306.960049937578,0.7878178664348827,0.07716985747534935,-0.45562949970447314,1306.960049937578
0.34546017256738637,-0.10586149675839293,1.0734934535591485,1306.960049937578,0.7090497842335816,0.30904962496899646,-0.07856743567259376,1306.960049937578,0.7449047748834334,0.016319129791030437,-0.02255386867232899,1306.960049937578,0.4282872092807019,0.015821081689289303,0.02698403178284689,1306.960049937578,0.7357815383184853,-0.06752396435432381,0.16424879050169133,1306.960049937578,0.3187809213612438,0.13288278364898506,-0.019991862710313862,1306.960049937578,0.6963769873242667,-0.22732045017417105,0.16699717763767907,1306.960049937578,0.45093945123700285,0.1387385612334373,0.3113469454571684,1306.960049937578,1.7559935344347617,0.445256364417027,-0.7817627229479835,1306.960049937578,0.8122657528104692,-0.08763324719804214,-0.5257242020785633,1306.960049937578
0.37069204406416195,-0.09360566155740055,1.0484162072752916,1306.960049937578,0.7357623783052749,0.31101531907241925,-0.043131433715064164,1306.960049937578,0.8438454481883825,0.31315935838489206,0.04833094180298651,1306.960049937578,0.43170197208325545,0.007700858671985687,0.032143484452687505,1306.960049937578,0.7368002540315535,-0.06909898072978297,0.15962590752249609,1306.960049937578,0.44033632395404715,0.3482296563802064,-0.09663795448422573,1306.960049937578,0.7076970828898501,-0.24948358099642712,0.15703457452949282,1306.960049937578,0.469078474066273,-0.1018401663416475,0.6498602792874222,1306.960049937578,1.8046970792784829,0.45769592457454095,-0.7590241555000617,1306.960049937578,0.8489210771543682,-0.0759051964773707,-0.5492829321464835,1306.960049937578
0.4166606388687543,-0.25737219944281997,1.0288336829840177,1306.960049937578,0.7720541181672859,0.3340942243573482,-0.08483055868450742,1306.960049937578,0.8440857306423901,0.305874209894189,0.0562355933049605,1306.960049937578,0.44923515446538076,-0.0114268840094434,0.0141781842174852,1306.960049937578,0.9326706019271361,0.058215215727690214,0.1714989440263777,1306.960049937578,0.4794210211489779,0.36773951337497285,-0.11287687399203508,1306.960049937578,0.7539458552348774,-0.23776640622464856,0.188579068926827,1306.960049937578,0.47995743422849974,-0.26113147637882517,0.6158635117070885,1306.960049937578,1.804968190295072,0.48088718155363847,-0.7789931309582757,1306.960049937578,1.055267561621616,0.4002930800431805,-0.4249435456555722,1306.960049937578
0.48972537111526493,-0.31177341274419923,1.122446141108304,1306.960049937578,0.7739634642015613,0.3317495959624517,-0.08419142244426148,1306.960049937578,0.8462667181429051,0.3005772633331823,0.04242576774897172,1306.960049937578,0.45867443238114997,-0.013789539188882734,0.009128279956038977,1306.960049937578,1.088472844125284,-0.09457057853819094,0.03732256516747462,1306.960049937578,0.5091362376088557,0.334111252354393,-0.08664205708406365,1306.960049937578,1.2063423476569164,-0.3508865959241922,0.16818613666378524,1306.960049937578,0.4862650756351869,-0.28440527802349996,0.609668715617051,1306.960049937578,1.8273666572695473,0.4827461503112377,-0.6314267467740445,1306.960049937578,1.5451075391559541,-0.012869716547890542,-0.49542534042152764,1306.960049937578
0.5374280561642882,-0.30068779344820123,1.0864508390830476,1306.960049937578,0.8362303242201565,0.2729291807052019,-0.0752267993402102,1306.960049937578,0.8578286352829212,0.2967604450004808,0.04264003869365767,1306.960049937578,0.4620130618815574,0.02382869308205563,0.013849322106912823,1306.960049937578,1.102014454817841,-0.10595216975589179,0.04220914372412311,1306.960049937578,0.7061481754881762,0.27386716600875416,-0.21812164877319246,1306.960049937578,1.2099202161220937,-0.349596348866661,0.1745287662016779,1306.960049937578,0.5022483308652486,-0.3315579766091581,0.6234177562065453,1306.960049937578,1.9043844813725617,0.4764973495208064,-0.6166840789645388,1306.960049937578,1.5629254276095412,0.008578346483250055,-0.49873679537575083,1306.960049937578
0.5822009038461141,-0.3054840121700973,0.9799252873104057,1306.960049937578,0.9315830606151162,0.14180239196333855,-0.15837627999046072,1306.960049937578,0.8695416687353543,0.29128071515049847,0.04181491097014413,1306.960049937578,0.7843079462549623,0.09352325261283578,0.07207912360303873,1306.960049937578,1.1040314897986165,-0.11267740693529937,0.04456464338713756,1306.960049937578,0.7349826546492977,0.27069058207699376,-0.22977836630360915,1306.960049937578,1.2179721563169834,-0.37907363049795934,0.16736109811267788,1306.960049937578,0.5518970075076677,-0.42472256989295476,0.5925175397641166,1306.960049937578,1.9102647954459344,0.4770350544309223,-0.6269178828146792,1306.960049937578,1.6328676429763278,0.06816666594676489,-0.49087162540879453,1306.960049937578
0.6389698326018396,-0.2858973393402197,0.9846622321617698,1306.960049937578,0.9735377519951678,0.05578793404750562,-0.20665915159420745,1306.960049937578,0.9261719102211301,0.2693794085347171,0.004675067249297553,1306.960049937578,0.7894267303619867,0.07018773412044672,0.10314163380405376,1306.960049937578,1.1076401991271343,-0.11046510358053087,0.00884936768997506,1306.960049937578,0.7361381282091933,0.440946789627038,-0.16815605312087023,1306.960049937578,1.246878401114456,-0.3349477250815945,0.187736636527244,1306.960049937578,0.5521663730139195,-0.42452868608838684,0.5899958747740288,1306.960049937578,1.9639057610933148,0.48854840814013767,-0.6045762636527131,1306.960049937578,1.6829675769648667,0.3265962258223352,-0.4145746100894977,1306.960049937578
0.6409297981825344,-0.27654489665843046,0.9831408061487246,1306.960049937578,0.9894165957294484,0.07331358756350631,-0.21348371775886216,1306.960049937578,0.9425844817611213,0.26211744564140177,-0.03189188369453074,1306.960049937578,0.7967151461219278,0.010210298204448957,0.14689070592342213,1306.960049937578,1.2309579991236577,-0.18894771465214488,-0.07289226741966401,1306.960049937578,0.8032946516336859,0.5674952927276327,-0.032235340560718806,1306.960049937578,1.3229030443677616,-0.3568724531057911,0.18523394923595998,1306.960049937578,0.7054502017930037,-0.3600079708382191,0.8056178762321788,1306.960049937578,2.0085955102040476,0.6436020493199013,-0.536448678886159,1306.960049937578,1.7672465595698972,0.43215529609705616,-0.5103406410166488,1306.960049937578
0.6464789414087313,-0.2610100460302917,1.0039770866080868,1306.960049937578,1.0128375798526328,0.09747286130910812,-0.18465964000416948,1306.960049937578,0.9779177544736314,0.3941325944186024,-0.16041578526515263,1306.960049937578,0.8373640813368148,-0.09156676016281573,0.14582538705319312,1306.960049937578,1.2380148117039353,-0.19516837015064684,-0.07346726388930878,1306.960049937578,1.0006768905761947,0.4601249769161101,-0.09083661536898213,1306.960049937578,1.329295740963649,-0.3576744363570333,0.1906223086430013,1306.960049937578,0.7235498987232972,-0.36911620567046577,0.8117699091133433,1306.960049937578,2.3257538651834517,0.7004156222950388,-0.6804101714066779,1306.960049937578,1.7826117232220682,0.41805148676139703,-0.5387438685271856,1306.960049937578
0.6730418934199369,-0.26684240334599085,0.9842855488653898,1306.960049937578,1.107336724100909,0.1896141424044865,-0.14573825982880953,1306.960049937578,0.9879949832004188,0.39873199583903096,-0.17242788208624757,1306.960049937578,1.0222832260669743,-0.04086588607054156,0.400148848685268,1306.960049937578,1.3934476102190398,-0.24615752311964384,-0.1490669542326925,1306.960049937578,1.0443998309243085,0.4946049641179456,-0.013334869926308016,1306.960049937578,1.4060223947893724,-0.17487256235423898,0.17515872575557787,1306.960049937578,0.7366248237059565,-0.3740177841987597,0.79322538642964,1306.960049937578,2.326596484949808,0.6104478242092902,-0.6435745322275991,1306.960049937578,1.797474346853199,0.540773888810767,-0.6600397477787023,1306.960049937578
1.142844481675397,-0.2525185016451483,0.8561147084636441,1306.960049937578,1.1109337547915774,0.19006673232525562,-0.1556615896172713,1306.960049937578,1.0756578058245103,0.569188532641147,-0.12192122729597439,1306.960049937578,1.031230364473718,-0.030271738250275654,0.39006475826639503,1306.960049937578,1.400245927296712,-0.24775859657945254,-0.1520840483486349,1306.960049937578,1.0581479260250415,0.4928831038106435,-0.038335051679333196,1306.960049937578,1.5847797790421003,-0.10661783935078513,0.09817166144116478,1306.960049937578,0.8473526813450061,-0.122441350228857,0.6790855448624679,1306.960049937578,2.388462360203634,0.6082427306998651,-0.5916605477546348,1306.960049937578,1.8444407622393593,0.6107800995331617,-0.5514946249878284,1306.960049937578
1.1721732600383903,-0.26312809525428477,0.8792315633960307,1306.960049937578,1.1135827353688175,0.1943027646631507,-0.1500789293374401,1306.960049937578,1.2098915684296792,0.4615003748325217,-0.19301377699674366,1306.960049937578,1.0569860677255358,-0.15927515511205814,0.4267666391242557,1306.960049937578,1.408853511554588,-0.2510805567459715,-0.15567238785833215,1306.960049937578,1.0621125206063622,0.49337232946144066,-0.034856805846692006,1306.960049937578,1.5947424733816693,-0.11069061078800499,0.128556458902131,1306.960049937578,0.8528488595766813,-0.13817332579470026,0.7274167596120098,1306.960049937578,2.440001677596626,0.5109105828713477,-0.5145381653711791,1306.960049937578,1.8794472054880753,0.6772866307152897,-0.49292810999460884,1306.960049937578
1.179721419915778,-0.2686192916950608,0.8981498447503374,1306.960049937578,1.1440980742874152,0.26685008217910483,-0.10227525954230329,1306.960049937578,1.2238206859173222,0.7482384743737844,-0.30531594646439436,1306.960049937578,1.1474058367668853,-0.17452466230825392,0.4397437989160084,1306.960049937578,1.437857648539205,-0.2985819229096234,-0.1898431294192598,1306.960049937578,1.0669386470967632,0.48729508229934365,0.10766996759793154,1306.960049937578,1.6537726160193547,-0.13477649872363484,0.218895480235011,1306.960049937578,0.8599434307738149,-0.15033836322107486,0.6984281974165056,1306.960049937578,2.444773814840873,0.5250405556969812,-0.5282121010900139,1306.960049937578,1.9094946731398534,0.688301812613223,-0.4599847966977996,1306.960049937578
1.1955923816368466,-0.31650525339298335,0.9632467259718358,1306.960049937578,1.1973128935316766,0.32093841870406925,0.03577769637886935,1306.960049937578,1.253042372520792,0.6968238716614059,-0.4278771455016663,1306.960049937578,1.2022547651383972,-0.09657566161550277,0.45436673256430404,1306.960049937578,1.4394179985469928,-0.2987189092355253,-0.18873390790762087,1306.960049937578,1.0670610744290077,0.4187629086328406,0.19897745278591558,1306.960049937578,1.698295810675598,-0.0933851731650364,0.14740922880964494,1306.960049937578,0.8738271850540552,0.05093219026205717,0.809516388687179,1306.960049937578,2.4548810687797373,0.5424004052341989,-0.5546204445672814,1306.960049937578,1.9763511397479567,0.7168315047114722,-0.45435770016686783,1306.960049937578
1.3242253673554871,-0.2129322762157707,0.8969263045066035,1306.960049937578,1.3257852776140566,0.3566563398808696,0.20790015792407543,1306.960049937578,1.276328092813768,0.6434240729641421,-0.43695637151572253,1306.960049937578,1.237858826555192,-0.09407166168522957,0.45203583892260524,1306.960049937578,1.4524354817863143,-0.28338283236892986,-0.15837318933344557,1306.960049937578,1.0846897858262168,0.4495628094227741,0.19822753265627757,1306.960049937578,1.8940947175698892,-0.15026725184486106,0.20937309968563306,1306.960049937578,0.8801394980398545,0.045773123436664696,0.8176899343445658,1306.960049937578,2.4616441467501384,0.5449205970648227,-0.5661219646848982,1306.960049937578,2.1995682714341753,0.963628404970797,-0.276592265453808,1306.960049937578
1.3626500942617554,-0.19081065403405187,0.8388662422015799,1306.960049937578,1.3291465311498607,0.3726630707963341,0.21171137392568204,1306.960049937578,1.3201145263776994,0.5714261894657315,-0.4178407784939893,1306.960049937578,1.349754093058333,-0.1367841253992665,0.5890093162993914,1306.960049937578,1.910908894208831,0.011973790278788754,-0.24771371932333047,1306.960049937578,1.321302541665916,0.4928865107971966,0.5197098723074212,1306.960049937578,1.9164306175896462,-0.15886981705798311,0.20464448420845305,1306.960049937578,0.9383204969491004,0.03867684270658501,0.7541677254550068,1306.960049937578,2.4629574852102576,0.5433013621685594,-0.5730076090342586,1306.960049937578,2.2551667706486174,0.9391494298210765,-0.342803318651385,1306.960049937578
1.3975220992360926,-0.11519695564906794,0.7790367092555802,1306.960049937578,1.3380157703793851,0.3676365608309506,0.20431793763353126,1306.960049937578,1.3646402572908851,0.5543376694803778,-0.43986973667904167,1306.960049937578,1.389929121314828,-0.17342484843593153,0.5476205462727304,1306.960049937578,2.034820356125435,0.06876515363802296,-0.23135350783854655,1306.960049937578,1.3252446979337111,0.49474674178761924,0.5186763034132633,1306.960049937578,1.9573494486223537,-0.11974420618309542,0.15090799320652004,1306.960049937578,0.9528318693785018,0.11460512322103134,0.7211694669073717,1306.960049937578,2.497237050643892,0.5920678656801345,-0.5992391807528606,1306.960049937578,2.367250220699882,0.9002374571574615,-0.5137900882030529,1306.960049937578
1.5451425308517854,-0.22698787569914297,0.7687592021457976,1306.960049937578,1.3579731951055487,0.34539125824366096,0.09974963408931622,1306.960049937578,1.6330190869180021,0.3339170619978492,-0.38920068210261505,1306.960049937578,1.4140271246679632,-0.1879788958481226,0.5338349268753342,1306.960049937578,2.0681351854761147,0.03385429341593495,-0.2677191331310598,1306.960049937578,1.372967036626668,0.8446319159932172,0.5044385309862215,1306.960049937578,1.9974580482219064,-0.1748780408657689,0.17947185558924977,1306.960049937578,0.9799905151042267,0.21998951216327248,0.8485592344135711,1306.960049937578,2.6046998039996265,0.8018263541020788,-0.6182997996593478,1306.960049937578,2.417916775446299,0.9213941675930004,-0.39818867005826336,1306.960049937578
